	AAB_ddlogFC	AAB_FDR	ABB_ddlogFC	ABB_FDR	is_ChrR	sig_either
C6_01940W_A	0.219603366854492	0.198384452078205	0.132260120401951	0.476758810941715	False	False
C1_01360C_A	-0.150136444483867	0.198705057729403	-0.111004926328901	0.356453412382687	False	False
C2_09120C_A	-0.312154395598717	0.198735234037097	-0.379667065661046	0.151296562156702	False	False
CR_02090C_A	0.162429425473643	0.198781780772265	0.142284693318581	0.269186261908776	True	False
C4_02250C_B	-0.1701017078823	0.198781780772265	-0.0950487087390233	0.507489897882982	False	False
C1_08570C_A	-0.455341895498987	0.198781780772265	-0.639443964019204	0.082395485258135	False	False
C4_02920W_B	0.168042304686824	0.198792114814691	0.076874315346539	0.599636162679592	False	False
C3_07680W_B	-0.124016954891099	0.19885206883897	-0.106372746351464	0.282489042797368	False	False
C1_14520W_A	-0.189455334812482	0.19885206883897	-0.0383444863967934	0.835180168784065	False	False
C3_00390W_B	-0.226583447174981	0.199003581768907	0.0953294938703774	0.661854055365116	False	False
C1_05020C_A	-0.195413347202557	0.199003581768907	-0.0646525383691699	0.72751967986825	False	False
C2_02260W_B	0.193298913470533	0.199003581768907	0.248131910026443	0.102646482156018	False	False
C2_02510W_B	0.251792191706762	0.199003581768907	0.0645522752209885	0.791077896089698	False	False
C7_03460W_A	-0.313850034434727	0.199098449949959	-0.0278811444462064	0.936003372291006	False	False
CR_05720W_B	-0.154804349069401	0.199187996454989	0.147414870362131	0.222278400095249	True	False
C2_09430W_A	-0.218066471311936	0.199348762527463	-0.0729321038105731	0.713214582897045	False	False
CR_07660C_B	0.173309565786565	0.199364061668751	0.0700030314790921	0.6410157401951	True	False
C1_00850W_A	-0.590054775314799	0.199374431315254	0.0081749060061013	0.990006200062103	False	False
C3_05180W_B	0.221797733562598	0.199430114452434	0.281628418577391	0.114632353428537	False	False
C1_06100C_B	0.14402991190035	0.199497567762088	-0.140830756323889	0.210436520157778	False	False
C7_00270W_A	-0.244977769872091	0.199497567762088	0.0219945874604634	0.931585624014229	False	False
C1_12180C_A	-0.171879981383148	0.199588080722832	0.0949908156029881	0.530023338051206	False	False
C2_09050C_A	0.195657472646939	0.199849783569691	0.0661826169823921	0.71351834086524	False	False
C1_01000C_A	-0.227241932378576	0.200157341436608	-0.101595895849554	0.61630274042059	False	False
C6_04310W_B	0.378748403979503	0.200192860287173	0.11261103652701	0.745137442869594	False	False
C1_05930C_A	0.149754508385094	0.200192860287173	-0.0891396735605825	0.478733565944703	False	False
C1_09000W_A	-0.251255183433261	0.20037970772907	-0.136594626533183	0.538406136843956	False	False
C3_05190C_A	0.146978366507765	0.20037970772907	0.200737005514256	0.0779737012999633	False	False
CR_10580W_A	-0.158490338876846	0.200547248991183	0.108451220294395	0.40426921466148	True	False
C3_03340C_A	0.218458828381233	0.200547248991183	0.253168131762164	0.153922591312102	False	False
C2_06820C_B	0.153737807243603	0.200547248991183	0.287885228642075	0.0178413939383651	False	True
C7_02490W_A	0.178349370844935	0.200547248991183	-0.0886887267977347	0.563942495121928	False	False
C4_02010C_A	-0.200682843003498	0.200547248991183	-0.201473283987396	0.220141592290724	False	False
C1_04710C_B	0.274666669974571	0.200547248991183	-0.0769244479763036	0.775804008711632	False	False
CR_00490W_A	-0.144745631273652	0.200591041425489	-0.0252676929332046	0.861473091572626	True	False
C4_04230W_B	-0.297656882336137	0.200591041425489	-0.205117380081419	0.43020352318531	False	False
C3_05460W_A	0.418405831868059	0.200610657940172	-0.286399086779133	0.41275089330298	False	False
CR_01390W_A	0.210518437828451	0.200610657940172	0.332381012340982	0.0443342979314528	True	True
C1_12880C_A	0.245875629414905	0.200782294947009	0.26910847416197	0.167293861636919	False	False
C1_05680C_B	-0.180757278480926	0.200812409642346	-0.126925973807148	0.40152575780091	False	False
C1_11250W_A	0.193952482480222	0.200960905031666	0.0880379079399243	0.60865198018001	False	False
C3_03970W_B	-1.02138157477791	0.201035654116379	-1.211116250606	0.265928846502712	False	False
C1_06710W_A	-0.320816124956476	0.201062598951368	-0.247937393319519	0.358494687764555	False	False
C6_00250W_A	-0.167268504661539	0.201062598951368	-0.130247041164038	0.333457577393941	False	False
C1_09640W_B	0.128880453716964	0.201163903747872	0.197726840974737	0.0453370163549012	False	True
C1_12960C_B	-0.146010079883296	0.201163903747872	-0.0814058301996275	0.511051047391349	False	False
C7_02490W_B	0.128279782825256	0.201163903747872	-0.106504588874591	0.299658344012082	False	False
C6_04280W_B	-0.160202923597851	0.201234211858204	0.053763389188031	0.717463067124887	False	False
C2_10020C_A	-0.654195192221131	0.20124034549543	-0.575239631787894	0.30950614436144	False	False
C6_00250W_B	-0.169054515380136	0.201277452088243	-0.043978067202405	0.784098480474038	False	False
C5_02030W_A	0.146739582460455	0.201277452088243	0.24159476034263	0.0341347038901155	False	True
C2_01330C_B	-0.254622099621842	0.201277452088243	-0.219726299936096	0.276611752950264	False	False
C6_01910W_A	0.193402092687456	0.201570069385849	0.250159861477343	0.0936703015538293	False	False
C2_10440C_B	-0.126227263742582	0.201677567213622	-0.0177522802531991	0.892456464938959	False	False
C4_07060W_A	-0.150354503321968	0.201863441692036	-0.0133686728889036	0.931585624014229	False	False
C1_08060W_B	-0.16075317309878	0.202765812896197	-0.153662294825556	0.23031005871491	False	False
C1_11880W_A	-0.287555320795559	0.202765812896197	-0.308832104782959	0.189217486738957	False	False
C6_03670C_A	0.348905916248142	0.202787555229329	0.417770211745557	0.124141866060312	False	False
C6_00970C_A	0.184849323904995	0.202838211326076	0.157303901176666	0.299658344012082	False	False
C2_02910W_B	-0.382871780138304	0.203079335017878	-0.433343011626397	0.190690566865444	False	False
C2_03390C_A	-0.317922779834791	0.203198068340531	-0.577152837281456	0.01976102534891	False	True
C7_01730C_B	0.312121883335818	0.203198068340531	0.375574662896662	0.140134500623017	False	False
CR_06010W_B	-0.163519387389809	0.203643399282711	-0.29488027925168	0.018792401024792	True	True
C6_03800C_B	-0.11736653220188	0.203661747551054	-0.1192413533205	0.196822920965171	False	False
C3_06460C_B	-0.842309587327206	0.203661747551054	-0.569995343849013	0.407779519107872	False	False
C3_03320W_A	0.367226597277218	0.203804289902224	0.20213752913558	0.541069457973453	False	False
C3_06750W_B	-0.222052658628423	0.204041468211802	-0.340114558402641	0.058316717998104	False	False
C5_00120W_A	-0.459077562033298	0.204167947743204	-0.471629811792398	0.23915486903959	False	False
C2_04390W_A	-0.448175393834488	0.204193277346467	-0.135184788974563	0.768656449130869	False	False
C3_03400C_A	-0.189289241207287	0.204193277346467	0.0472158759483338	0.79922656273866	False	False
C6_02580W_B	-0.175401192025233	0.204294977467475	0.0529986907550089	0.750254951731762	False	False
C5_03390C_B	-0.20132619294495	0.204353343368654	-0.0427559762444426	0.831280570905889	False	False
C1_05110C_B	-0.129319448543539	0.204367474723494	-0.0135281215894593	0.91943558119803	False	False
C2_01910W_A	-0.433501424659361	0.204502496215721	-0.413010591271113	0.235515844320147	False	False
C2_00800C_A	-0.220046325816947	0.204644234044025	-0.241212785771555	0.186473059958896	False	False
C3_00390W_A	-0.243771051262135	0.204644234044025	0.0917357074697059	0.704364574373664	False	False
C1_02800W_A	-0.389914649073794	0.204644234044025	-1.17185377171074	0.0005806773203678	False	True
C4_00870W_A	1.34492297186307	0.204890489614264	0.334577033890995	0.811269065494289	False	False
C6_01250W_B	0.258730150523453	0.205006271882019	0.272275058109099	0.211432201937252	False	False
C1_07470C_B	-0.307662196223183	0.205201257431105	-0.304287123689426	0.244952754788394	False	False
C1_02030C_B	0.343150369692262	0.205238267644264	-0.0877829489977309	0.791338400146561	False	False
C4_00850C_B	-0.363223761995806	0.205238267644264	-0.468903822775282	0.126424694554873	False	False
C1_08820C_A	-0.330898935002882	0.205313671354953	-0.259898568903799	0.365445650359355	False	False
C1_13690C_B	0.171134608024095	0.205313671354953	0.135922074129635	0.335294475678197	False	False
CR_03430W_B	-0.254226640273918	0.205368911096915	-0.156760357905604	0.461452944962358	True	False
C5_04130C_A	-0.160135177070728	0.205368911096915	0.0087523812484158	0.957348869786574	False	False
C1_08190C_A	-0.272030937842618	0.205451922338975	-0.205483783481254	0.360078758806698	False	False
C7_00110W_A	-0.278155925499569	0.206020731889374	0.364813020567725	0.123932469449698	False	False
CR_06500C_A	0.311855246390319	0.20655935132931	0.013679641340216	0.967986680213305	True	False
C4_01520C_A	-0.182921328537885	0.20655935132931	-0.11654761297771	0.447155293963156	False	False
C2_01540W_A	0.221497121262958	0.206678920894871	0.226598084365805	0.195092605943528	False	False
C6_03270C_A	-0.17099356219344	0.207132784287068	-0.0172262614003356	0.923917737158499	False	False
C5_03510C_B	0.160802585817642	0.207224474279993	0.228590359321323	0.0667961134418346	False	False
CR_09590W_B	0.227041970210787	0.207273845969281	0.132607400198311	0.494577113411944	True	False
C1_11520C_B	0.18610542775066	0.207403479064542	-0.0688891623321159	0.687550101944928	False	False
C5_04540C_A	-0.236790441082534	0.207403479064542	-0.203375719898189	0.305709075758027	False	False
CR_09200C_A	0.171460081993967	0.207466352870693	0.19669112463407	0.159453071815242	True	False
C7_04120W_A	-0.4231813960195	0.207473205222151	-0.496609899461119	0.170065958042604	False	False
C1_07460C_B	-0.234709643856402	0.207473205222151	-0.32238854426028	0.0874909868692303	False	False
C4_05310W_A	-0.29203844929185	0.207473205222151	-0.259381146416956	0.303211899435665	False	False
C6_02920C_A	-0.150484415110636	0.207574571453835	-0.198041226857258	0.0946320612836463	False	False
C1_08550C_A	0.136064462513491	0.207574571453835	0.186022876752454	0.0801494710417502	False	False
C1_04520C_A	-0.150516746987781	0.207574571453835	0.0766453016357848	0.564185642039437	False	False
C4_05530W_B	-0.188677143583568	0.207574571453835	-0.284988281747852	0.0541508888671373	False	False
C4_02880C_B	-0.212993118634402	0.207767310513226	-0.15587787080358	0.400666500282422	False	False
C4_01890C_B	-0.310155215591469	0.207767310513226	-0.186144723953335	0.497394802613655	False	False
C2_02210C_B	-0.315830154162822	0.207815106781322	-0.373434849679269	0.137328280218656	False	False
C1_01400C_B	-0.18118133624656	0.207815106781322	-0.454022014775994	0.0024459071318583	False	True
C1_10380C_B	-0.159497675420099	0.207815106781322	-0.32536426226855	0.0105659998555154	False	True
C4_01000C_A	-0.533998841789569	0.208048240715567	0.0628790723584831	0.920691595238811	False	False
C5_03380W_A	-0.381367626532228	0.208048324765861	-0.38583174568696	0.235500764172968	False	False
C1_09200W_B	-0.140926939316773	0.208117685546933	-0.155024837245803	0.167308638208202	False	False
C4_03350C_B	0.164177552674034	0.208242602643492	0.0490933197963806	0.757367299318902	False	False
C2_06890C_B	0.270928177879283	0.208283900562267	0.488009246726327	0.0215064788368042	False	True
C7_00040C_A	-0.257416522372203	0.208283900562267	-0.38485608502454	0.0664764732943602	False	False
C5_04760W_B	-1.09856711997963	0.208335133825253	-0.897824081572173	0.308411617820317	False	False
C1_00230C_A	0.203062635666445	0.208359288431863	0.0512036905577818	0.796165066808328	False	False
C2_10280C_A	0.127560309664466	0.208359288431863	0.224652195531673	0.0251428506125401	False	True
C2_09880C_B	0.19624245397496	0.208366607871819	0.0179874189668371	0.929541691100549	False	False
CR_10690W_B	-0.526207213029248	0.208923818931519	-0.212983042731587	0.656606958429042	True	False
C5_03340W_B	-0.626321035839738	0.208963316295157	0.321758741224541	0.603784291398621	False	False
C6_01870C_A	-0.215676971899243	0.209098939864192	0.150095802500475	0.412893471847801	False	False
C1_00710C_B	-0.134568761805748	0.209250176585174	0.113534344387502	0.301224158033868	False	False
CR_10190C_B	-0.202841193088948	0.209250176585174	-0.183518818511379	0.277542448598206	True	False
C2_06010W_A	0.113230127514698	0.209338309907847	0.0745755728868143	0.434607261389388	False	False
C1_11530C_B	0.546890877161989	0.209377081363948	0.319368486161904	0.525116584149878	False	False
C3_04320W_A	-0.236966260163798	0.209461282494218	0.0577348570882046	0.809145188285441	False	False
C3_02340W_B	-0.251525663958511	0.209461282494218	0.0700939013892181	0.789413814248923	False	False
C1_01900C_B	-0.1397644547721	0.209461282494218	-0.131954449525351	0.243660241061958	False	False
CR_06250W_B	0.153215355447227	0.209461282494218	-0.0639582932387329	0.638903233224837	True	False
C3_03120C_B	-0.268894069890299	0.209461282494218	0.0292761432674008	0.92258374895961	False	False
CR_08010W_B	0.382289257683159	0.209461282494218	0.289318328647744	0.310266879054021	True	False
C1_06530C_A	0.146396806522493	0.209461282494218	-0.0863600992911872	0.49163619056746	False	False
C6_04470C_B	-0.14241566630984	0.209461282494218	-0.038807590313164	0.776935018713	False	False
C6_00540W_A	-0.236687511807452	0.209552919961619	0.179618299333418	0.383468817020282	False	False
C3_00960W_B	-0.267453114551085	0.209650606224836	-0.436121500774963	0.044748796857272	False	True
C5_04960W_A	-0.172730674022573	0.209734821592595	-0.444962677656762	0.0019490052004625	False	True
C1_04840C_B	0.234535877754516	0.209734821592595	0.112235435581378	0.599154885694358	False	False
C1_11080W_B	0.203741270790802	0.209734821592595	0.118806103839416	0.495697850968337	False	False
CR_10730C_B	0.153648027325236	0.209736766325496	0.0089912849028945	0.95560388714705	True	False
CR_10640W_A	-0.209310578354396	0.209736766325496	-0.0923728311042973	0.624756282494445	True	False
C5_02760W_A	-0.186267515712677	0.209850798877991	-0.139775093499984	0.374037481517627	False	False
CR_00670C_A	-0.267350721255311	0.209968477298352	-0.431251400662266	0.0465266688274693	True	True
C2_00630C_B	-0.260503897297495	0.210121281236771	-0.0305443660055919	0.915336338046001	False	False
C4_07120C_B	-0.160201511275187	0.210207436667847	0.0364274021249003	0.819530076651159	False	False
C2_02030W_A	-0.181546060201276	0.210239584052998	-0.0748247568866006	0.655196011411372	False	False
C1_08060W_A	-0.150594566007244	0.210239584052998	-0.159763515120702	0.186883537044701	False	False
C6_00850W_B	0.174982882660195	0.210441800142789	0.363738050572863	0.0093072032202204	False	True
C5_04340W_A	-0.206671216366089	0.210554693621957	-0.356474334409898	0.0351133525152626	False	True
CR_01080W_A	0.118596193005997	0.210554693621957	0.0800357106438708	0.421667562712917	True	False
CR_01950W_B	0.221555647018775	0.210759615619594	-0.143124707217558	0.437477187781737	True	False
C2_07710W_A	-0.369368998466829	0.210759615619594	-0.529345247516445	0.0915749163753696	False	False
CR_00180C_B	-0.23235979273393	0.21082224847179	-0.361774772208078	0.0541508888671373	True	False
C3_03700C_A	1.42661959774342	0.210936523198377	0.939609458528804	0.503662458760158	False	False
C1_02860C_B	-0.170070973428303	0.210959304368001	-0.36121252100063	0.009273302030103	False	True
C5_05180W_B	-0.656471178774213	0.210959304368001	-0.0974377217815829	0.889081218198421	False	False
C6_03710W_A	-0.193898554176491	0.211039630711849	0.0780238337101215	0.657613468184817	False	False
CR_01480W_B	-0.167263551798033	0.211273257216725	-0.313133369512043	0.0176173187162498	True	True
CR_00660W_B	-0.292990005693132	0.211364103643661	-0.42975194105333	0.0698917690960394	True	False
C3_07720C_B	0.863071775058031	0.211542656714061	0.247485886712555	0.780588593292146	False	False
C3_07710W_B	-0.152352976334306	0.211542656714061	0.0220522643080682	0.892527171758153	False	False
C2_05540C_A	-0.153530325567071	0.211584263437081	-0.249700741959111	0.0425257707142814	False	True
C2_04990W_A	-0.239085272888725	0.211679597724273	0.0189521576086305	0.942401868087304	False	False
C6_04590C_B	-0.262022043171577	0.211679597724273	0.0429778783001711	0.873150781536326	False	False
C3_06200C_A	-0.340109499174143	0.212343796499784	-0.32497454908459	0.250562481957399	False	False
C2_01740C_A	-0.311389274610633	0.212364404769502	-0.282055125470461	0.298888381943651	False	False
C4_01380W_B	0.148369151683279	0.212416475696452	-0.0070873639547798	0.963676448251503	False	False
CR_08110W_A	-0.194073874659327	0.212481985822939	-0.254161987509531	0.122012334544447	True	False
C1_10700C_B	-0.14608484846864	0.212528721235407	0.0503974130013857	0.721497477286196	False	False
C1_04110W_B	-0.299026228436502	0.212788430605089	-0.123298762702903	0.660059395925211	False	False
C4_05430C_A	-0.134383759122411	0.212788430605089	-0.0826595425867651	0.475018529019035	False	False
C6_02470W_B	0.127584972990295	0.212979178464896	0.105412345369506	0.315578493732074	False	False
CR_07040W_A	-0.208794935949194	0.213093875035514	-0.314590513295112	0.0724525286423232	True	False
C1_04270C_B	-0.507118495189303	0.213169185299643	-0.0806606401141385	0.884331729396652	False	False
C2_01530C_A	0.117415943650607	0.213169185299643	0.330382985943335	0.0010504445363211	False	True
C3_02090C_A	-0.268518572270184	0.21344973863071	0.0568976005489242	0.83360101847642	False	False
C2_00320W_B	-0.21736124764814	0.213485434985925	-0.303949984108362	0.0852654530752703	False	False
C1_06450C_B	-0.214749640899583	0.21374088482416	-0.183578663701276	0.301635476689757	False	False
CR_03300C_A	0.414410457759694	0.213756196447564	0.556297801577122	0.143980816756808	True	False
C7_02210W_B	-0.98524035233067	0.213836874080153	-1.78071893741394	0.0400042572603395	False	True
C4_06230C_B	-0.18103074499898	0.213884992447579	-0.166135479372213	0.271095163637387	False	False
C3_01330W_A	0.152285976201927	0.213899161757979	-0.0074767468704905	0.962311055962654	False	False
C2_01770C_A	1.38553158264881	0.214124798095245	0.67701992796696	0.623413177905273	False	False
C7_00550C_A	0.166920846245061	0.214124798095245	0.0969573786733258	0.508989730043627	False	False
C4_04730W_B	-0.147873678922296	0.214124798095245	-0.212771133463244	0.0699042031785583	False	False
C4_03990C_A	-0.183079309498711	0.214124798095245	-0.226619410710271	0.131339313070967	False	False
C3_02500W_B	-0.196266230626954	0.214307557932248	-0.305424052622932	0.0520234565868873	False	False
C4_04970C_B	0.379598344151636	0.214355656567745	-0.0040825478431781	0.991860922335211	False	False
C6_03000C_B	-0.269969832407934	0.214355656567745	-0.410018865301306	0.0691034403377953	False	False
C2_04950C_B	0.203067729645163	0.214355656567745	0.262632071691659	0.103079109350668	False	False
C6_02640C_A	-0.184082718286687	0.214442024482983	-0.0895190412863985	0.595079265936852	False	False
C3_02470C_B	-0.19599028509955	0.214451673231665	-0.203641131626643	0.197948786161383	False	False
C4_01520C_B	-0.186137188242747	0.214756309719522	-0.115845519960515	0.470508543889217	False	False
C1_09660W_B	-0.135616349189266	0.214929895534629	0.0232867193488351	0.866874998460472	False	False
C7_03080W_B	-0.19219891209694	0.215154172918705	-0.135138070778884	0.412482596049826	False	False
C1_14040W_A	-0.133748675409144	0.215237136454781	0.128330298266231	0.24446020373632	False	False
C2_05720C_A	0.120844086399883	0.215429716427743	0.165498934246766	0.0841815188626987	False	False
CR_09160C_A	0.146624288284384	0.215536118868302	0.299067743568963	0.0113532086928464	True	True
CR_07910C_B	0.110944577325598	0.215536118868302	0.0520626960584857	0.601772865615366	True	False
C5_02090W_B	-0.797676167040935	0.215874314927057	-0.735786066769848	0.300228885423688	False	False
C4_01750C_A	-0.205627265027451	0.216222406697212	-0.0222096246412786	0.918873842188599	False	False
C5_05320C_A	-0.167863501663925	0.216222406697212	0.0016806395520377	0.992397349502477	False	False
C7_00270W_B	-0.187525694205662	0.216244782789588	0.0218194008801307	0.914345626324576	False	False
C2_07200W_A	-0.238272962453859	0.216429694815703	-0.0118521584483776	0.962834693592097	False	False
C5_00070W_B	0.235134231326432	0.216784272891632	0.10967490422719	0.611946407616946	False	False
C1_12810W_B	0.233307783954373	0.216873746628368	0.396001392323637	0.037292923227892	False	True
C5_00680W_A	0.233122281306476	0.217051985040212	-0.0961921867774195	0.65975555727869	False	False
C1_01850C_B	-0.279676208539046	0.217056624699141	-0.365845146239236	0.10374697860383	False	False
C3_05760W_B	0.118304743011873	0.217109077302915	-0.0158732608946836	0.900082880402323	False	False
C1_02820W_B	-0.122573381763126	0.217184581744273	-0.0998734192957079	0.324986349340387	False	False
C5_01610W_A	-0.475558550156924	0.217224242508647	-0.266307562010721	0.540816484359232	False	False
CR_07990C_A	-1.26352863213173	0.217295325324455	-0.247146276153693	0.851725020075946	True	False
C2_04400W_B	0.140040084471196	0.217312492867839	-0.0607253347088046	0.636683028972828	False	False
C6_03550C_A	-0.29177819079819	0.217499139447914	-0.264201693722484	0.277175218574509	False	False
C5_00160W_A	-0.224041711213975	0.217499139447914	-0.17168734587126	0.386668099312813	False	False
C1_05080W_A	-0.265617896649621	0.217821438217208	-0.111799788019608	0.661775538717688	False	False
C4_06170C_A	-0.202959596734439	0.218073306677553	-0.23811286951693	0.153544721092912	False	False
C5_04880C_B	0.278354670659284	0.218438583644419	-0.436812460730366	0.0466095890706917	False	True
C2_09240C_A	0.183168582183836	0.218667498704149	0.334253126548585	0.0259768873351228	False	True
CR_07310W_B	-0.315881185922639	0.219039974515302	-0.538087115639955	0.0248287998214972	True	True
C6_00460C_A	-0.174590836635816	0.219220605545353	-0.244983632993559	0.0844385100969492	False	False
C1_12860C_A	0.170277632877687	0.219487078636637	0.13581531304265	0.351230665593471	False	False
C3_03260W_A	-0.120470281384463	0.219487078636637	-0.150109572827109	0.121666935719362	False	False
C2_10160W_A	-0.314926503952364	0.219487078636637	-0.413568768829328	0.123273882939992	False	False
C3_05940C_A	-0.359766006057869	0.219487078636637	-0.25752768065541	0.444263799985905	False	False
CM_00070C	0.177418471561141	0.219487078636637	0.0096045135698882	0.958931141857521	False	False
C2_09520C_A	-0.13502759552605	0.219606513695878	-0.0796853308995	0.503390353019757	False	False
C4_05070C_B	-0.210355023094791	0.220035058858063	-0.414676562313828	0.0150087175368205	False	True
C1_04100C_A	0.165285401930271	0.220153263185863	0.219237929136785	0.0960094023187517	False	False
C3_04690C_A	0.210677478268849	0.220248777917092	0.237214478523606	0.184665013326439	False	False
C4_05460C_B	-0.147514754368702	0.220292168550134	-0.16774080597888	0.164468420092764	False	False
CR_01060W_A	0.20382178521142	0.220292168550134	0.345295410208911	0.0344252169214237	True	True
C2_06000W_A	-0.257619513116399	0.220292168550134	0.0672481088871295	0.799115641708114	False	False
C1_12370W_B	-0.180395903617353	0.220292168550134	0.0336158191090316	0.858591108303383	False	False
C7_00590W_A	-0.190649213635459	0.220292168550134	0.0369955110305178	0.851759032443689	False	False
C4_02620C_B	0.215221407498867	0.220330691759418	0.251235650043877	0.145851954300415	False	False
C1_14530W_A	0.150132742044041	0.220410469923932	0.27547728094391	0.0240602848258136	False	True
C2_01620W_B	0.212216904476717	0.2204136527134	0.144266076079127	0.433611911284834	False	False
C6_04450W_A	-0.206837191905707	0.220578187860338	-0.136773606816578	0.468763199292558	False	False
C2_02620W_A	0.166435580312056	0.220578187860338	0.252524322197371	0.0615485583520804	False	False
C1_10990C_A	-0.134632900260443	0.220715053054432	-0.123996028345513	0.265668909133227	False	False
C2_06210C_B	0.14501743999529	0.220787364374143	0.268078372036855	0.023554509158924	False	True
C1_06580W_A	-0.193369910386836	0.220793681352681	-0.168421327864005	0.29764940989622	False	False
C1_08000W_B	0.164017444553514	0.220808118400925	0.189762048910841	0.154949136770742	False	False
C3_07560W_A	0.165563708440536	0.220970720016369	0.120342254751561	0.390389254874836	False	False
C4_03340C_B	0.287754928568922	0.221194139465979	-0.0034515615416821	0.990837481674947	False	False
CR_05000C_A	-1.13781506214127	0.221231209053897	-1.03345346532873	0.444515656360164	True	False
C3_00290W_A	0.140224532233524	0.221241088187975	0.207527905425442	0.0646665144064102	False	False
C4_06130W_A	-0.121061312800413	0.22152901470112	-0.0583056071115828	0.595524158402357	False	False
C1_03640C_A	-0.301463185595836	0.221546630296337	-0.20369578968423	0.449145031976349	False	False
C1_06440C_B	-0.212218358687222	0.221714278101135	-0.36843401769049	0.0341988136536873	False	True
C1_07830C_A	0.257496133857977	0.222198205721948	0.321740288748897	0.141513746450105	False	False
C1_09690W_B	0.184083097967155	0.222468515478509	-0.0404794542343425	0.824995389099605	False	False
C5_03780C_B	-0.415798334646221	0.222468515478509	-0.226232717445153	0.558655616931562	False	False
C1_07490C_A	-0.441086478828885	0.222534451355229	-0.312701232205765	0.446966619827414	False	False
C1_06950C_A	-0.964300324175714	0.22255854977107	-1.02662283881311	0.189197704002347	False	False
C1_07440W_B	-0.116416348833874	0.222645166290011	-0.0466687196419777	0.667807589075696	False	False
C4_07090C_B	-0.233687694428418	0.222755662320886	-0.183657763142583	0.375675386405848	False	False
C1_14270W_A	-0.278383139852265	0.22302236947475	-0.0501947115434273	0.868553872684118	False	False
C1_05720W_A	-0.151363708323867	0.223197810128094	-0.144918816835869	0.244127471236947	False	False
C1_09710C_B	-0.244819699539736	0.22328488127939	-0.14742018250557	0.503662458760158	False	False
C3_01080W_B	0.406087086972599	0.223365073360218	0.482009367057205	0.160705785099719	False	False
C2_01550W_B	0.119278336466914	0.223365073360218	0.0436271292529984	0.702198850527859	False	False
C4_04040W_B	-0.556801408226538	0.223451517939433	-0.55956996974143	0.228990048460846	False	False
CM_00320W	0.182966223027505	0.223451517939433	-0.0387895418176208	0.832822080400466	False	False
C2_06330C_B	-0.20458076759769	0.223451517939433	-0.213323206742861	0.214467598138386	False	False
C2_01910W_B	-0.412736563924001	0.223451517939433	-0.449889936802311	0.192045495579588	False	False
C1_04580C_B	-0.190799105948599	0.22349361299227	-0.203236340497051	0.206515914026444	False	False
C2_00440W_A	-0.328626257328365	0.223618758352486	-0.254557788426801	0.395754039623764	False	False
C1_02010C_A	-0.187242104367415	0.22362748171084	-0.239431664969945	0.121427558080958	False	False
C4_05380C_B	-0.305607398704815	0.223688046642797	0.169601996223435	0.554549843930101	False	False
C4_07020C_A	0.407344093927059	0.223711240524603	0.478590134034775	0.153544721092912	False	False
CR_02200C_B	-0.20231353153913	0.223742872657672	-0.15019989386652	0.363172535613533	True	False
C1_12500C_B	0.719307305576172	0.223742872657672	0.82164698132845	0.182348282256035	False	False
C2_02750C_B	-0.367214271224839	0.223755469521751	-0.282433468784801	0.408161136779893	False	False
CR_02190C_A	0.147771297826434	0.223844010499812	-0.370365837213306	0.0031269333261692	True	True
C5_03090W_A	0.136708896741045	0.224148188376549	0.059851348616609	0.639794338853655	False	False
CR_01340W_A	-0.332161370822756	0.224329444504533	-0.354433562266496	0.242388585663028	True	False
C2_04320W_A	-0.299142568188272	0.224547693703716	-0.243453685613265	0.355986368969059	False	False
C1_02250W_A	-0.189794203219208	0.224647337286779	-0.3280295760304	0.0332448252266104	False	True
C4_01850C_B	-0.178935259654016	0.224700688241791	-0.213674966328209	0.150209836364387	False	False
C2_07910C_A	-0.411558677485482	0.224833159455869	-0.353138861595572	0.327029355374122	False	False
CR_08290W_B	-0.156848498455919	0.225025755526127	-0.262543281391474	0.0368607898986472	True	True
C5_00900C_A	0.160033629300569	0.225094966571666	-0.0088108436030875	0.959207661604512	False	False
C7_03660C_A	0.120281096701198	0.225169926656325	0.144128649281725	0.142302895439241	False	False
C1_05420W_B	-0.189069948750857	0.225222032957185	-0.511611376039203	0.0019900366531095	False	True
C1_12820C_B	0.204049063112249	0.22573647283447	0.0023145839530507	0.991860922335211	False	False
C3_06950W_B	0.195453006577601	0.22573647283447	-0.228309792963079	0.154774382284527	False	False
C1_06890C_B	-0.186433978336406	0.225972754098778	-0.123282395313999	0.448231185806967	False	False
CR_00400C_A	-0.14688278644245	0.22621403665964	-0.059140191948311	0.676423327856265	True	False
C6_04490W_B	-0.206165537298002	0.226303147021898	-0.155454750399615	0.38975553504981	False	False
CR_07280W_B	0.34837720873587	0.226535610568716	0.731337615977387	0.0070828495974791	True	True
C4_07180W_A	-0.213238092384648	0.226535610568716	-0.177499357007721	0.323371858253142	False	False
C2_01400C_A	-0.43309052556466	0.226535610568716	-0.324293583846265	0.422551487025591	False	False
C2_03210W_B	0.336331959074763	0.226572751248659	0.388899104887797	0.178427668094139	False	False
C1_04060W_B	-0.31038056310765	0.226622456732166	-0.307812171659863	0.269713175313534	False	False
C2_05810W_A	-0.118280939795383	0.226622456732166	-0.0612964973491646	0.568240214269398	False	False
C1_13010W_B	0.161282594131101	0.226745603987005	0.0167414537681755	0.924217932171106	False	False
